Child DCN,Child MOSIS ID,RefVisitingType.Description,VisitDate
0000004035,004035,Developmental Check,2022-09-14
0000004035,004035,Developmental Check,2022-09-03
0000004036,004036,Case Management,2019-04-12
0000004037,004037,Developmental Check,2022-05-28
0000004037,004037,Family Support Visit,2021-08-30
0000004038,004038,Developmental Check,2020-04-19
0000004038,004038,Case Management,2020-11-09
0000004038,004038,Case Management,2019-12-17
0000004038,004038,Case Management,2021-02-06
0000004039,004039,Case Management,2020-08-13
0000004039,004039,Home Visit,2022-07-24
0000004039,004039,Developmental Check,2020-08-28
0000004040,004040,Family Support Visit,2021-04-17
0000004041,004041,Home Visit,2023-03-31
0000004041,004041,Developmental Check,2025-09-04
0000004041,004041,Family Support Visit,2025-02-14
0000004042,004042,Developmental Check,2024-06-25
0000004042,004042,Developmental Check,2023-04-24
0000004043,004043,Developmental Check,2024-07-17
0000004043,004043,Family Support Visit,2026-06-04
0000004044,004044,Family Support Visit,2022-04-25
0000004044,004044,Family Support Visit,2022-07-10
0000004045,004045,Case Management,2022-07-03
0000004045,004045,Case Management,2022-08-31
0000004045,004045,Home Visit,2022-12-12
0000004045,004045,Case Management,2021-06-20
0000004045,004045,Home Visit,2021-12-07
0000004045,004045,Developmental Check,2022-11-08
0000004046,004046,Home Visit,2020-02-06
0000004047,004047,Developmental Check,2021-09-03
0000004047,004047,Case Management,2021-09-01
0000004048,004048,Family Support Visit,2024-01-29
0000004048,004048,Family Support Visit,2024-07-18
0000004048,004048,Family Support Visit,2025-07-17
0000004049,004049,Home Visit,2020-02-07
0000004049,004049,Family Support Visit,2021-10-29
0000004051,004051,Family Support Visit,2024-03-13
0000004051,004051,Family Support Visit,2021-08-18
0000004051,004051,Home Visit,2021-03-14
0000004052,004052,Family Support Visit,2023-11-08
0000004054,004054,Developmental Check,2021-03-11
0000004054,004054,Home Visit,2024-03-20
0000004055,004055,Home Visit,2019-10-17
0000004055,004055,Case Management,2020-06-02
0000004056,004056,Case Management,2020-04-23
0000004056,004056,Home Visit,2020-09-08
0000004056,004056,Developmental Check,2020-04-14
0000004057,004057,Case Management,2021-12-21
0000004057,004057,Home Visit,2022-06-19
0000004057,004057,Home Visit,2022-06-08
0000004058,004058,Case Management,2020-05-31
0000004058,004058,Developmental Check,2020-05-02
0000004058,004058,Developmental Check,2020-12-16
0000004058,004058,Developmental Check,2020-10-10
0000004059,004059,Developmental Check,2022-05-26
0000004059,004059,Developmental Check,2022-07-25
0000004059,004059,Developmental Check,2023-01-19
0000004060,004060,Developmental Check,2024-03-23
0000004060,004060,Family Support Visit,2021-05-27
0000004061,004061,Developmental Check,2024-03-14
0000004062,004062,Family Support Visit,2022-03-12
0000004063,004063,Case Management,2023-09-11
0000004063,004063,Developmental Check,2022-06-18
0000004063,004063,Home Visit,2022-11-01
0000004064,004064,Case Management,2023-11-28
0000004064,004064,Developmental Check,2021-09-11
0000004066,004066,Developmental Check,2019-09-15
0000004066,004066,Family Support Visit,2024-01-07
0000004067,004067,Case Management,2022-06-20
0000004068,004068,Family Support Visit,2023-07-01
0000004068,004068,Developmental Check,2022-07-27
0000004069,004069,Case Management,2021-07-18
0000004069,004069,Case Management,2022-09-30
0000004070,004070,Home Visit,2025-01-15
0000004071,004071,Developmental Check,2020-12-21
0000004071,004071,Home Visit,2020-05-17
0000004071,004071,Home Visit,2020-07-04
0000004071,004071,Developmental Check,2020-08-01
0000004072,004072,Family Support Visit,2023-10-26
0000004072,004072,Case Management,2021-10-30
0000004073,004073,Case Management,2021-02-26
0000004074,004074,Case Management,2023-11-04
0000004075,004075,Family Support Visit,2021-04-18
0000004076,004076,Family Support Visit,2020-08-19
0000004076,004076,Developmental Check,2023-02-06
0000004076,004076,Home Visit,2021-08-10
0000004076,004076,Home Visit,2021-04-08
0000004077,004077,Developmental Check,2021-02-26
0000004077,004077,Case Management,2020-10-12
0000004077,004077,Home Visit,2020-03-16
0000004077,004077,Case Management,2021-06-06
0000004078,004078,Developmental Check,2022-08-17
0000004078,004078,Home Visit,2022-08-29
0000004078,004078,Developmental Check,2023-05-16
0000004078,004078,Case Management,2023-02-02
0000004078,004078,Case Management,2023-05-08
0000004079,004079,Home Visit,2019-12-29
0000004079,004079,Home Visit,2020-08-26
0000004079,004079,Developmental Check,2019-10-11
0000004079,004079,Family Support Visit,2019-11-08
0000004080,004080,Developmental Check,2019-03-28
0000004080,004080,Home Visit,2022-11-24
0000004080,004080,Home Visit,2021-01-13
0000004081,004081,Family Support Visit,2021-07-02
0000004081,004081,Family Support Visit,2021-07-30
0000004082,004082,Family Support Visit,2022-02-10
0000004082,004082,Family Support Visit,2022-06-29
0000004082,004082,Home Visit,2022-07-21
0000004082,004082,Developmental Check,2022-01-02
0000004083,004083,Developmental Check,2024-05-16
0000004084,004084,Case Management,2024-05-26
0000004085,004085,Home Visit,2023-01-05
0000004085,004085,Developmental Check,2023-09-07
0000004086,004086,Developmental Check,2021-12-17
0000004086,004086,Developmental Check,2021-10-14
0000004086,004086,Home Visit,2022-01-11
0000004086,004086,Home Visit,2022-03-30
0000004086,004086,Developmental Check,2022-01-25
0000004087,004087,Home Visit,2024-08-26
0000004087,004087,Case Management,2023-10-13
0000004088,004088,Family Support Visit,2024-09-22
0000004088,004088,Home Visit,2024-10-19
0000004088,004088,Family Support Visit,2023-04-05
0000004088,004088,Developmental Check,2023-03-08
0000004089,004089,Family Support Visit,2023-06-24
0000004090,004090,Case Management,2020-06-07
0000004090,004090,Developmental Check,2022-05-21
0000004091,004091,Developmental Check,2020-02-19
0000004091,004091,Home Visit,2021-08-11
0000004092,004092,Case Management,2023-07-27
0000004093,004093,Family Support Visit,2023-07-05
0000004093,004093,Developmental Check,2023-11-18
0000004094,004094,Family Support Visit,2019-12-09
0000004094,004094,Family Support Visit,2020-11-29
0000004094,004094,Home Visit,2019-10-29
0000004095,004095,Case Management,2020-11-29
0000004095,004095,Home Visit,2022-08-29
0000004096,004096,Home Visit,2021-06-01
0000004096,004096,Family Support Visit,2021-02-05
0000004097,004097,Case Management,2022-07-26
0000004097,004097,Developmental Check,2022-10-03
0000004097,004097,Family Support Visit,2023-01-08
0000004097,004097,Home Visit,2023-03-12
0000004098,004098,Case Management,2021-08-03
0000004098,004098,Home Visit,2022-02-10
0000004098,004098,Developmental Check,2021-10-27
0000004099,004099,Developmental Check,2018-05-25
0000004099,004099,Family Support Visit,2018-05-16
0000004099,004099,Home Visit,2018-12-08
0000004100,004100,Family Support Visit,2024-05-01
0000004101,004101,Case Management,2022-02-22
0000004101,004101,Case Management,2022-12-27
0000004101,004101,Home Visit,2022-07-12
0000004101,004101,Family Support Visit,2022-03-18
0000004102,004102,Home Visit,2021-10-20
0000004102,004102,Home Visit,2019-12-15
0000004102,004102,Case Management,2019-11-23
0000004102,004102,Developmental Check,2019-08-02
0000004103,004103,Developmental Check,2022-06-13
0000004103,004103,Case Management,2020-09-12
0000004104,004104,Developmental Check,2021-02-21
0000004104,004104,Developmental Check,2022-04-14
0000004106,004106,Home Visit,2020-08-12
0000004107,004107,Developmental Check,2020-05-05
0000004107,004107,Family Support Visit,2022-01-11
0000004108,004108,Family Support Visit,2022-03-28
0000004111,004111,Case Management,2022-05-18
0000004111,004111,Case Management,2020-12-06
0000004112,004112,Case Management,2024-07-15
0000004113,004113,Case Management,2023-04-10
0000004114,004114,Home Visit,2023-10-19
0000004114,004114,Case Management,2024-06-19
0000004114,004114,Developmental Check,2024-08-02
0000004114,004114,Case Management,2024-03-16
0000004115,004115,Family Support Visit,2022-12-29
0000004115,004115,Family Support Visit,2023-08-27
0000004116,004116,Family Support Visit,2021-11-30
0000004116,004116,Home Visit,2022-04-30
0000004116,004116,Home Visit,2021-02-10
0000004118,004118,Family Support Visit,2019-04-18
0000004118,004118,Case Management,2019-09-14
0000004118,004118,Developmental Check,2019-03-15
0000004118,004118,Developmental Check,2019-03-13
0000004118,004118,Developmental Check,2019-07-23
0000004118,004118,Family Support Visit,2019-02-22
0000004119,004119,Developmental Check,2025-01-05
0000004119,004119,Home Visit,2024-06-25
0000004119,004119,Home Visit,2022-05-12
0000004119,004119,Home Visit,2024-09-04
0000004120,004120,Developmental Check,2022-03-24
0000004120,004120,Case Management,2022-04-10
0000004121,004121,Home Visit,2025-06-01
0000004121,004121,Home Visit,2022-12-21
0000004121,004121,Case Management,2022-05-03
0000004122,004122,Developmental Check,2023-09-14
0000004122,004122,Home Visit,2024-01-05
0000004122,004122,Case Management,2025-05-23
0000004123,004123,Developmental Check,2020-10-03
0000004124,004124,Home Visit,2020-11-18
0000004124,004124,Family Support Visit,2020-11-14
0000004124,004124,Case Management,2021-01-03
0000004124,004124,Family Support Visit,2020-12-01
0000004125,004125,Developmental Check,2023-10-12
0000004125,004125,Case Management,2023-11-02
0000004126,004126,Family Support Visit,2024-04-02
0000004127,004127,Home Visit,2022-09-11
0000004128,004128,Home Visit,2019-01-24
0000004128,004128,Case Management,2019-01-24
0000004128,004128,Developmental Check,2019-03-15
0000004128,004128,Case Management,2019-03-28
0000004128,004128,Developmental Check,2020-08-24
0000004129,004129,Developmental Check,2026-08-20
0000004130,004130,Home Visit,2024-12-20
0000004131,004131,Developmental Check,2021-09-13
0000004131,004131,Family Support Visit,2021-07-26
0000004132,004132,Developmental Check,2022-05-09
0000004132,004132,Developmental Check,2022-02-19
0000004132,004132,Developmental Check,2021-04-18
0000004132,004132,Family Support Visit,2021-10-14
0000004132,004132,Home Visit,2021-06-19
0000004132,004132,Home Visit,2022-01-29
0000004133,004133,Case Management,2022-10-07
0000004133,004133,Home Visit,2022-09-06
0000004133,004133,Family Support Visit,2021-09-17
0000004134,004134,Developmental Check,2020-03-20
0000004136,004136,Family Support Visit,2023-10-09
0000004136,004136,Case Management,2021-05-29
0000004137,004137,Family Support Visit,2025-04-19
0000004137,004137,Family Support Visit,2025-12-30
0000004137,004137,Home Visit,2024-07-03
0000004138,004138,Family Support Visit,2021-03-03
0000004138,004138,Home Visit,2020-10-31
0000004139,004139,Family Support Visit,2021-11-28
0000004139,004139,Family Support Visit,2020-12-26
0000004140,004140,Home Visit,2020-10-08
0000004142,004142,Home Visit,2020-11-03
0000004144,004144,Home Visit,2020-05-14
0000004144,004144,Family Support Visit,2020-10-07
0000004144,004144,Developmental Check,2020-05-09
0000004144,004144,Developmental Check,2020-09-28
0000004145,004145,Family Support Visit,2021-04-29
0000004145,004145,Case Management,2022-01-17
0000004145,004145,Family Support Visit,2021-08-22
0000004145,004145,Case Management,2021-12-17
0000004146,004146,Family Support Visit,2021-04-17
0000004147,004147,Case Management,2027-02-18
0000004148,004148,Developmental Check,2023-05-25
0000004148,004148,Case Management,2022-11-21
0000004148,004148,Case Management,2022-07-02
0000004148,004148,Family Support Visit,2022-08-26
0000004148,004148,Developmental Check,2022-11-15
0000004148,004148,Developmental Check,2023-12-28
0000004149,004149,Developmental Check,2020-12-20
0000004149,004149,Case Management,2020-04-24
0000004150,004150,Developmental Check,2021-06-05
0000004150,004150,Developmental Check,2022-10-01
0000004151,004151,Developmental Check,2022-07-03
0000004152,004152,Developmental Check,2023-07-13
0000004153,004153,Case Management,2022-03-07
0000004154,004154,Case Management,2021-03-14
0000004154,004154,Case Management,2021-12-08
0000004154,004154,Family Support Visit,2021-02-24
0000004155,004155,Home Visit,2023-03-09
0000004155,004155,Family Support Visit,2022-12-21
0000004156,004156,Home Visit,2024-01-31
0000004156,004156,Home Visit,2021-09-25
0000004157,004157,Case Management,2021-02-25
0000004158,004158,Developmental Check,2021-10-04
0000004158,004158,Home Visit,2020-11-03
0000004159,004159,Developmental Check,2022-01-16
0000004159,004159,Developmental Check,2021-12-18
0000004159,004159,Family Support Visit,2022-02-19
0000004159,004159,Case Management,2023-03-19
0000004159,004159,Family Support Visit,2021-09-22
0000004159,004159,Developmental Check,2021-10-31
0000004160,004160,Family Support Visit,2022-03-12
0000004161,004161,Developmental Check,2019-12-28
0000004162,004162,Developmental Check,2024-01-18
0000004162,004162,Home Visit,2023-12-15
0000004162,004162,Case Management,2023-03-04
0000004162,004162,Family Support Visit,2023-05-23
0000004162,004162,Home Visit,2022-07-15
0000004163,004163,Developmental Check,2021-12-11
0000004163,004163,Home Visit,2021-04-12
0000004163,004163,Family Support Visit,2021-12-06
0000004164,004164,Case Management,2020-12-10
0000004164,004164,Home Visit,2020-11-15
0000004164,004164,Developmental Check,2019-11-29
0000004164,004164,Home Visit,2020-07-20
0000004165,004165,Case Management,2024-02-15
0000004165,004165,Family Support Visit,2024-08-04
0000004166,004166,Home Visit,2021-10-22
0000004166,004166,Family Support Visit,2022-08-16
0000004166,004166,Developmental Check,2021-12-14
0000004166,004166,Case Management,2024-06-05
0000004167,004167,Family Support Visit,2024-03-11
0000004167,004167,Developmental Check,2024-04-09
0000004168,004168,Home Visit,2021-04-20
0000004168,004168,Developmental Check,2019-12-21
0000004168,004168,Case Management,2020-07-21
0000004169,004169,Home Visit,2019-05-18
0000004169,004169,Family Support Visit,2019-07-15
0000004169,004169,Home Visit,2019-05-04
0000004169,004169,Case Management,2019-07-13
0000004169,004169,Home Visit,2019-03-16
0000004169,004169,Developmental Check,2019-04-28
0000004170,004170,Family Support Visit,2023-03-25
0000004170,004170,Developmental Check,2022-11-24
0000004171,004171,Case Management,2020-01-11
0000004172,004172,Family Support Visit,2023-04-09
0000004172,004172,Case Management,2022-04-03
0000004172,004172,Family Support Visit,2025-04-20
0000004174,004174,Home Visit,2021-12-05
0000004174,004174,Developmental Check,2021-05-12
0000004174,004174,Developmental Check,2022-05-30
0000004174,004174,Home Visit,2023-12-28
0000004175,004175,Home Visit,2022-06-02
0000004175,004175,Case Management,2022-10-08
0000004175,004175,Family Support Visit,2022-02-10
0000004175,004175,Family Support Visit,2022-09-30
0000004175,004175,Home Visit,2022-02-02
0000004175,004175,Developmental Check,2022-06-08
0000004176,004176,Home Visit,2021-08-07
0000004177,004177,Family Support Visit,2024-11-10
0000004177,004177,Family Support Visit,2023-08-26
0000004178,004178,Case Management,2021-12-06
0000004178,004178,Home Visit,2022-08-07
0000004178,004178,Developmental Check,2021-04-19
0000004178,004178,Case Management,2021-09-21
0000004179,004179,Developmental Check,2022-06-01
0000004179,004179,Case Management,2022-06-30
0000004179,004179,Case Management,2022-09-13
0000004180,004180,Case Management,2023-01-04
0000004180,004180,Family Support Visit,2023-04-19
0000004180,004180,Family Support Visit,2023-02-20
0000004181,004181,Home Visit,2023-11-02
0000004181,004181,Developmental Check,2022-06-22
0000004181,004181,Home Visit,2020-09-07
0000004181,004181,Case Management,2020-02-17
0000004182,004182,Developmental Check,2024-04-09
0000004182,004182,Case Management,2022-12-24
0000004182,004182,Home Visit,2021-11-25
0000004183,004183,Family Support Visit,2020-04-25
0000004184,004184,Home Visit,2020-07-16
0000004185,004185,Home Visit,2020-06-09
0000004185,004185,Case Management,2020-06-17
0000004186,004186,Home Visit,2021-05-06
0000004186,004186,Family Support Visit,2022-07-04
0000004187,004187,Family Support Visit,2019-10-12
0000004187,004187,Developmental Check,2019-03-09
0000004187,004187,Home Visit,2019-05-10
0000004188,004188,Home Visit,2020-04-22
0000004188,004188,Home Visit,2020-12-01
0000004188,004188,Developmental Check,2021-07-03
0000004188,004188,Family Support Visit,2020-08-15
0000004189,004189,Developmental Check,2022-03-25
0000004189,004189,Developmental Check,2021-02-14
0000004189,004189,Case Management,2021-06-18
0000004189,004189,Family Support Visit,2020-11-11
0000004189,004189,Developmental Check,2021-07-08
0000004190,004190,Case Management,2022-07-09
0000004190,004190,Home Visit,2021-11-20
0000004190,004190,Family Support Visit,2022-02-15
0000004191,004191,Developmental Check,2019-08-06
0000004192,004192,Case Management,2023-01-28
0000004192,004192,Case Management,2020-01-09
0000004192,004192,Home Visit,2023-06-14
0000004193,004193,Family Support Visit,2023-03-25
0000004194,004194,Home Visit,2020-12-01
0000004194,004194,Family Support Visit,2022-02-17
0000004195,004195,Family Support Visit,2022-10-28
0000004196,004196,Case Management,2024-04-11
0000004197,004197,Developmental Check,2020-06-03
0000004197,004197,Case Management,2020-02-16
0000004198,004198,Home Visit,2021-01-28
0000004198,004198,Family Support Visit,2020-04-16
0000004199,004199,Family Support Visit,2022-05-04
0000004199,004199,Home Visit,2023-01-14
0000004199,004199,Home Visit,2022-11-23
0000004200,004200,Developmental Check,2019-10-24
0000004200,004200,Case Management,2021-05-14
0000004201,004201,Case Management,2021-01-27
0000004201,004201,Case Management,2020-08-10
0000004202,004202,Home Visit,2022-05-31
0000004202,004202,Family Support Visit,2023-08-16
0000004202,004202,Case Management,2023-03-09
0000004203,004203,Case Management,2023-05-28
0000004203,004203,Family Support Visit,2022-11-02
0000004203,004203,Case Management,2023-06-17
0000004204,004204,Family Support Visit,2026-08-15
0000004204,004204,Case Management,2026-11-25
0000004204,004204,Case Management,2026-11-25
0000004205,004205,Family Support Visit,2023-09-11
0000004206,004206,Case Management,2021-02-21
0000004206,004206,Family Support Visit,2023-11-09
0000004206,004206,Home Visit,2022-05-06
0000004207,004207,Developmental Check,2018-10-04
0000004207,004207,Developmental Check,2022-12-19
0000004208,004208,Home Visit,2021-09-04
0000004208,004208,Developmental Check,2019-10-14
0000004209,004209,Developmental Check,2023-07-14
0000004211,004211,Home Visit,2023-07-06
0000004211,004211,Home Visit,2022-12-20
0000004212,004212,Developmental Check,2022-02-24
0000004212,004212,Developmental Check,2021-12-18
0000004212,004212,Case Management,2021-11-23
0000004213,004213,Developmental Check,2022-06-04
0000004213,004213,Case Management,2021-11-03
0000004213,004213,Developmental Check,2022-04-02
0000004213,004213,Developmental Check,2022-05-08
0000004215,004215,Developmental Check,2023-05-02
0000004215,004215,Family Support Visit,2023-07-20
0000004217,004217,Developmental Check,2024-07-13
0000004217,004217,Case Management,2021-07-27
0000004218,004218,Home Visit,2022-05-12
0000004218,004218,Developmental Check,2019-06-14
0000004219,004219,Family Support Visit,2021-09-20
0000004219,004219,Developmental Check,2022-03-25
0000004219,004219,Family Support Visit,2022-01-13
0000004219,004219,Family Support Visit,2021-07-02
0000004219,004219,Developmental Check,2021-04-10
0000004220,004220,Developmental Check,2023-08-04
0000004220,004220,Family Support Visit,2022-12-08
0000004221,004221,Case Management,2023-03-08
0000004221,004221,Case Management,2020-08-13
0000004221,004221,Case Management,2023-03-06
0000004221,004221,Developmental Check,2021-04-13
0000004222,004222,Family Support Visit,2021-12-29
0000004223,004223,Case Management,2019-12-28
0000004223,004223,Family Support Visit,2020-09-19
0000004223,004223,Case Management,2020-01-14
0000004223,004223,Case Management,2021-04-12
0000004224,004224,Home Visit,2021-02-23
0000004224,004224,Family Support Visit,2023-03-13
0000004225,004225,Family Support Visit,2020-11-11
0000004225,004225,Case Management,2021-10-25
0000004226,004226,Family Support Visit,2019-03-12
0000004227,004227,Family Support Visit,2023-03-16
0000004228,004228,Home Visit,2024-09-06
0000004228,004228,Family Support Visit,2024-06-17
0000004229,004229,Family Support Visit,2025-01-10
0000004229,004229,Home Visit,2024-07-08
0000004230,004230,Family Support Visit,2020-05-19
0000004231,004231,Developmental Check,2023-11-13
0000004231,004231,Home Visit,2023-11-04
0000004231,004231,Developmental Check,2022-12-30
0000004232,004232,Case Management,2025-04-10
0000004232,004232,Family Support Visit,2023-05-04
0000004232,004232,Case Management,2022-07-28
0000004232,004232,Home Visit,2022-09-21
0000004233,004233,Developmental Check,2020-11-14
0000004233,004233,Home Visit,2019-11-20
0000004233,004233,Home Visit,2021-08-19
0000004233,004233,Family Support Visit,2020-12-23
0000004234,004234,Home Visit,2026-11-29
0000004236,004236,Home Visit,2020-10-22
0000004236,004236,Case Management,2020-04-10
0000004236,004236,Home Visit,2020-10-19
0000004237,004237,Family Support Visit,2023-10-03
0000004237,004237,Family Support Visit,2024-09-22
0000004238,004238,Developmental Check,2021-02-03
0000004238,004238,Developmental Check,2021-10-15
0000004238,004238,Family Support Visit,2021-12-15
0000004238,004238,Home Visit,2021-04-09
0000004238,004238,Case Management,2021-04-27
0000004238,004238,Case Management,2021-02-10
0000004239,004239,Case Management,2025-08-15
0000004239,004239,Family Support Visit,2026-03-22
0000004241,004241,Family Support Visit,2024-06-15
0000004241,004241,Case Management,2024-02-08
0000004242,004242,Family Support Visit,2023-02-07
0000004242,004242,Family Support Visit,2026-05-31
0000004243,004243,Home Visit,2020-10-19
0000004244,004244,Developmental Check,2023-09-11
0000004244,004244,Family Support Visit,2022-02-19
0000004244,004244,Case Management,2021-05-31
0000004244,004244,Case Management,2026-02-22
0000004245,004245,Developmental Check,2021-12-30
0000004247,004247,Case Management,2020-11-16
0000004247,004247,Family Support Visit,2020-09-21
0000004247,004247,Developmental Check,2021-01-23
0000004247,004247,Developmental Check,2020-07-30
0000004248,004248,Family Support Visit,2022-11-17
0000004248,004248,Developmental Check,2023-01-05
0000004248,004248,Family Support Visit,2023-12-15
0000004248,004248,Family Support Visit,2022-10-20
0000004250,004250,Home Visit,2024-09-10
0000004250,004250,Family Support Visit,2023-11-15
0000004250,004250,Developmental Check,2024-09-23
0000004250,004250,Family Support Visit,2022-11-02
0000004251,004251,Family Support Visit,2021-11-08
0000004251,004251,Family Support Visit,2022-01-11
0000004251,004251,Home Visit,2022-06-22
0000004253,004253,Home Visit,2021-05-12
0000004253,004253,Developmental Check,2021-09-03
0000004253,004253,Family Support Visit,2022-01-01
0000004253,004253,Developmental Check,2022-07-12
0000004254,004254,Family Support Visit,2023-08-07
0000004254,004254,Home Visit,2023-01-10
0000004255,004255,Family Support Visit,2022-10-13
0000004255,004255,Family Support Visit,2022-01-13
0000004255,004255,Case Management,2020-12-23
0000004256,004256,Developmental Check,2023-04-13
0000004256,004256,Family Support Visit,2025-06-11
0000004256,004256,Family Support Visit,2024-03-13
0000004256,004256,Family Support Visit,2021-10-16
0000004257,004257,Case Management,2023-10-05
0000004257,004257,Family Support Visit,2022-07-08
0000004258,004258,Case Management,2020-12-16
0000004258,004258,Home Visit,2022-03-27
0000004259,004259,Developmental Check,2020-09-10
0000004259,004259,Family Support Visit,2021-02-22
0000004259,004259,Developmental Check,2019-08-20
0000004259,004259,Family Support Visit,2019-01-31
0000004260,004260,Family Support Visit,2020-04-04
0000004260,004260,Case Management,2020-05-13
0000004260,004260,Developmental Check,2020-05-13
0000004261,004261,Family Support Visit,2020-06-27
0000004261,004261,Family Support Visit,2020-09-29
0000004261,004261,Case Management,2020-08-14
0000004261,004261,Developmental Check,2020-11-03
0000004262,004262,Home Visit,2021-09-14
0000004262,004262,Case Management,2022-08-21
0000004262,004262,Home Visit,2023-01-11
0000004262,004262,Home Visit,2022-07-14
0000004263,004263,Family Support Visit,2021-03-15
0000004265,004265,Developmental Check,2023-05-18
0000004265,004265,Case Management,2023-03-04
0000004265,004265,Home Visit,2024-03-05
0000004266,004266,Case Management,2022-07-16
0000004266,004266,Developmental Check,2023-07-14
0000004267,004267,Family Support Visit,2020-09-08
0000004268,004268,Home Visit,2023-10-29
0000004268,004268,Case Management,2025-04-02
0000004269,004269,Family Support Visit,2022-07-14
0000004269,004269,Home Visit,2023-11-15
0000004270,004270,Case Management,2023-09-06
0000004270,004270,Developmental Check,2024-07-21
0000004270,004270,Home Visit,2024-04-15
0000004270,004270,Developmental Check,2021-03-01
0000004271,004271,Home Visit,2023-03-12
0000004272,004272,Family Support Visit,2021-05-03
0000004272,004272,Home Visit,2021-08-13
0000004273,004273,Case Management,2023-02-27
0000004273,004273,Case Management,2023-12-01
0000004273,004273,Home Visit,2023-09-09
0000004273,004273,Family Support Visit,2023-08-30
0000004274,004274,Developmental Check,2023-01-17
0000004275,004275,Home Visit,2021-01-26
0000004275,004275,Case Management,2021-11-24
0000004276,004276,Family Support Visit,2023-09-15
0000004276,004276,Home Visit,2023-07-01
0000004276,004276,Family Support Visit,2023-06-27
0000004276,004276,Family Support Visit,2023-08-23
0000004277,004277,Case Management,2023-06-14
0000004277,004277,Developmental Check,2023-04-18
0000004277,004277,Developmental Check,2023-06-21
0000004278,004278,Case Management,2023-06-04
0000004279,004279,Developmental Check,2020-03-22
0000004282,004282,Home Visit,2023-07-18
0000004282,004282,Home Visit,2022-09-20
0000004282,004282,Home Visit,2023-02-19
0000004282,004282,Case Management,2022-05-17
0000004283,004283,Developmental Check,2022-04-07
0000004283,004283,Developmental Check,2022-09-12
0000004283,004283,Home Visit,2022-02-19
0000004284,004284,Case Management,2022-08-01
0000004284,004284,Home Visit,2022-09-12
0000004285,004285,Case Management,2022-11-21
0000004285,004285,Home Visit,2021-07-01
0000004286,004286,Case Management,2021-02-28
0000004287,004287,Home Visit,2021-09-18
0000004287,004287,Developmental Check,2022-11-08
0000004287,004287,Developmental Check,2021-12-23
0000004287,004287,Developmental Check,2021-07-10
0000004288,004288,Case Management,2020-09-25
0000004288,004288,Case Management,2021-07-12
0000004290,004290,Developmental Check,2021-06-12
0000004290,004290,Home Visit,2022-12-30
0000004291,004291,Developmental Check,2022-03-28
0000004291,004291,Developmental Check,2022-05-09
0000004291,004291,Home Visit,2021-12-20
0000004292,004292,Family Support Visit,2020-09-30
0000004292,004292,Family Support Visit,2021-10-30
0000004292,004292,Family Support Visit,2022-06-03
0000004293,004293,Family Support Visit,2023-03-10
0000004293,004293,Case Management,2022-11-18
0000004293,004293,Home Visit,2023-07-04
0000004294,004294,Family Support Visit,2023-09-22
0000004295,004295,Case Management,2020-09-26
0000004295,004295,Developmental Check,2021-10-24
0000004295,004295,Family Support Visit,2021-11-23
0000004295,004295,Developmental Check,2020-06-16
0000004295,004295,Case Management,2021-05-19
0000004296,004296,Home Visit,2022-02-27
0000004296,004296,Family Support Visit,2022-12-06
0000004296,004296,Case Management,2022-11-04
0000004296,004296,Family Support Visit,2024-01-05
0000004297,004297,Case Management,2022-07-06
0000004298,004298,Family Support Visit,2022-04-09
0000004298,004298,Case Management,2022-08-21
0000004298,004298,Home Visit,2022-08-25
0000004299,004299,Family Support Visit,2021-10-30
0000004301,004301,Developmental Check,2021-04-28
0000004301,004301,Home Visit,2021-08-28
0000004301,004301,Case Management,2021-10-30
0000004301,004301,Home Visit,2021-02-16
0000004303,004303,Case Management,2025-01-17
0000004303,004303,Developmental Check,2023-08-08
0000004304,004304,Home Visit,2022-09-06
0000004304,004304,Family Support Visit,2021-07-29
0000004305,004305,Case Management,2022-08-01
0000004305,004305,Developmental Check,2021-03-14
0000004306,004306,Home Visit,2023-01-22
0000004306,004306,Home Visit,2023-03-18
0000004307,004307,Developmental Check,2023-12-28
0000004307,004307,Home Visit,2023-12-02
0000004308,004308,Developmental Check,2021-02-03
0000004308,004308,Home Visit,2021-01-08
0000004308,004308,Family Support Visit,2021-09-07
0000004309,004309,Developmental Check,2025-06-07
0000004309,004309,Case Management,2024-04-21
0000004309,004309,Family Support Visit,2025-01-17
0000004309,004309,Home Visit,2024-04-11
0000004309,004309,Home Visit,2024-10-06
0000004310,004310,Home Visit,2022-03-16
0000004310,004310,Developmental Check,2021-09-19
0000004310,004310,Home Visit,2023-05-25
0000004310,004310,Home Visit,2022-07-31
0000004312,004312,Family Support Visit,2022-04-19
0000004312,004312,Home Visit,2021-10-11
0000004313,004313,Family Support Visit,2021-12-13
0000004313,004313,Home Visit,2022-01-03
0000004314,004314,Home Visit,2021-03-20
0000004315,004315,Case Management,2023-01-09
0000004315,004315,Home Visit,2022-04-13
0000004317,004317,Home Visit,2020-05-13
0000004317,004317,Case Management,2020-08-13
0000004319,004319,Developmental Check,2023-09-22
0000004319,004319,Case Management,2024-03-25
0000004319,004319,Family Support Visit,2023-01-19
0000004320,004320,Home Visit,2021-03-31
0000004320,004320,Family Support Visit,2021-06-19
0000004320,004320,Case Management,2022-04-16
0000004320,004320,Home Visit,2020-07-04
0000004321,004321,Home Visit,2020-05-19
0000004321,004321,Case Management,2021-06-02
0000004321,004321,Home Visit,2021-04-13
