Child DCN,Child MOSIS ID,RefProgramType.Description,EnrollmentDate,ServicePlanDate,ServicePlanEndDate,VisitingIndicator,NumberOfDaysInAttendance,RefStudentGradeLevel.Description,RefFundingSource.Descriptions
0000004087,004087,Childcare Subsidy,2022-12-31,2023-01-16,2023-10-07,No,63,,Private
0000004088,004088,Early Head Start,2021-05-02,2021-05-17,2022-11-08,No,168,,Federal
0000004088,004088,Childcare Subsidy,2022-11-10,2022-11-14,2023-09-15,No,149,,Federal
0000004089,004089,Child Care,2022-09-24,2022-09-30,2025-04-09,No,194,,Federal
0000004089,004089,State Pre-K,2025-07-04,2025-08-03,2027-03-02,No,122,Pre-K,State
0000004089,004089,Early Intervention,2022-09-02,2022-09-20,2024-01-15,No,20,Early Intervention,State
0000004090,004090,Early Intervention,2019-05-03,2019-05-22,2021-03-20,No,32,Early Intervention,State
0000004091,004091,First Steps,2019-12-21,2019-12-27,2021-08-11,No,8,Early Intervention,Private
0000004092,004092,Childcare Subsidy,2023-04-15,2023-05-09,2024-05-04,No,96,,Federal
0000004092,004092,Home Visiting,2024-07-23,2024-07-30,2025-11-15,Yes,15,,Private
0000004092,004092,Head Start,2026-01-15,2026-01-26,2027-03-26,No,121,Pre-K,State
0000004093,004093,Childcare Subsidy,2020-06-05,2020-06-14,2022-06-14,No,81,,Federal
0000004093,004093,Child Care,2022-09-19,2022-10-11,2023-12-21,No,85,,Local
0000004093,004093,Child Care,2024-03-14,2024-03-29,2025-04-06,No,132,,State
0000004094,004094,First Steps,2018-03-10,2018-03-26,2020-03-03,No,47,Early Intervention,State
0000004095,004095,First Steps,2019-05-16,2019-05-31,2020-11-03,No,55,Early Intervention,State
0000004096,004096,Childcare Subsidy,2021-04-09,2021-04-28,2023-07-08,No,114,,Private
0000004096,004096,Childcare Subsidy,2023-07-22,2023-08-11,2025-07-10,No,113,,Private
0000004097,004097,Early Head Start,2023-11-07,2023-12-07,2024-10-15,No,51,,State
0000004097,004097,Home Visiting,2024-01-06,2024-01-21,2025-05-17,Yes,3,,Local
0000004098,004098,First Steps,2021-05-04,2021-06-02,2021-11-26,No,21,Early Intervention,Local
0000004098,004098,Childcare Subsidy,2021-12-20,2021-12-27,2022-06-30,No,95,,Private
0000004099,004099,Child Care,2019-04-10,2019-04-20,2019-11-12,No,146,,Federal
0000004099,004099,Early Intervention,2019-11-17,2019-12-12,2020-12-03,No,5,Early Intervention,State
0000004099,004099,Child Care,2020-12-07,2021-01-01,2021-05-20,No,83,,Federal
0000004099,004099,State Pre-K,2021-05-25,2021-05-28,2021-12-02,No,115,Pre-K,State
0000004099,004099,Childcare Subsidy,2021-12-25,2021-12-30,2022-07-10,No,149,,Local
0000004100,004100,Early Intervention,2022-06-22,2022-07-03,2023-09-07,No,13,Early Intervention,Federal
0000004100,004100,Early Intervention,2023-09-24,2023-10-20,2025-09-25,No,13,Early Intervention,Federal
0000004100,004100,Head Start,2025-10-08,2025-10-26,2027-02-04,No,84,Pre-K,State
0000004101,004101,Child Care,2022-03-15,2022-04-11,2023-12-02,No,163,,State
0000004101,004101,State Pre-K,2024-01-25,2024-02-20,2025-02-17,No,163,Pre-K,Local
0000004102,004102,First Steps,2019-06-15,2019-06-21,2020-03-17,No,25,Early Intervention,Private
0000004102,004102,Home Visiting,2020-04-07,2020-04-15,2021-06-15,Yes,12,,State
0000004102,004102,Early Head Start,2021-06-23,2021-07-13,2023-03-11,No,67,,State
0000004103,004103,First Steps,2020-06-04,2020-06-27,2022-07-02,No,30,Early Intervention,Private
0000004103,004103,State Pre-K,2022-07-20,2022-07-28,2024-02-23,No,143,Pre-K,State
0000004104,004104,Early Head Start,2021-03-19,2021-04-11,2023-09-14,No,124,,Private
0000004105,004105,Home Visiting,2020-07-11,2020-07-15,2021-10-05,Yes,19,,State
0000004106,004106,Child Care,2020-09-09,2020-09-10,2021-08-20,No,45,,Local
0000004106,004106,Child Care,2021-09-04,2021-09-15,2023-08-05,No,62,,Local
0000004107,004107,First Steps,2020-02-27,2020-03-19,2022-09-23,No,11,Early Intervention,State
0000004108,004108,Early Intervention,2019-09-02,2019-09-28,2021-06-21,No,47,Early Intervention,Local
0000004108,004108,Early Intervention,2021-09-02,2021-09-04,2023-01-14,No,45,Early Intervention,State
0000004109,004109,First Steps,2022-07-27,2022-08-19,2024-08-09,No,35,Early Intervention,Private
0000004110,004110,Early Intervention,2019-06-24,2019-06-28,2021-07-28,No,27,Early Intervention,Local
0000004110,004110,Early Head Start,2021-08-15,2021-08-30,2024-06-18,No,134,,Private
0000004111,004111,Early Head Start,2020-07-10,2020-07-27,2021-12-23,No,51,,Local
0000004112,004112,Early Head Start,2022-10-11,2022-10-21,2024-04-25,No,61,,Private
0000004112,004112,Early Head Start,2024-05-01,2024-05-19,2025-06-17,No,46,,Federal
0000004113,004113,Home Visiting,2021-06-13,2021-07-08,2024-02-15,Yes,16,,Private
0000004113,004113,Childcare Subsidy,2024-03-01,2024-03-17,2026-08-31,No,81,,Private
0000004114,004114,Early Intervention,2023-11-05,2023-12-03,2024-08-31,No,25,Early Intervention,Local
0000004115,004115,Childcare Subsidy,2021-03-22,2021-04-15,2022-10-01,No,47,,Private
0000004115,004115,First Steps,2022-10-14,2022-11-04,2023-06-19,No,15,Early Intervention,Private
0000004116,004116,Early Intervention,2019-12-26,2020-01-13,2021-12-29,No,24,Early Intervention,Local
0000004117,004117,Child Care,2020-08-13,2020-08-16,2023-01-28,No,73,,Private
0000004118,004118,Home Visiting,2018-11-19,2018-12-14,2019-07-09,Yes,16,,State
0000004118,004118,Childcare Subsidy,2019-01-13,2019-01-28,2020-06-04,No,98,,Private
0000004118,004118,Childcare Subsidy,2020-11-27,2020-12-04,2021-06-02,No,81,,Private
0000004119,004119,Child Care,2021-07-20,2021-07-21,2022-04-18,No,160,,State
0000004119,004119,Childcare Subsidy,2022-07-24,2022-08-18,2024-01-23,No,64,,Local
0000004119,004119,Child Care,2024-05-01,2024-05-15,2025-10-07,No,139,,Local
0000004119,004119,First Steps,2021-06-20,2021-07-01,2023-06-03,No,31,Early Intervention,Private
0000004119,004119,Head Start,2023-07-04,2023-07-23,2024-11-08,No,120,Pre-K,State
0000004120,004120,Early Intervention,2022-06-02,2022-06-14,2025-03-24,No,48,Early Intervention,Federal
0000004120,004120,Child Care,2025-03-28,2025-04-21,2026-09-09,No,144,,Private
0000004121,004121,Childcare Subsidy,2021-01-27,2021-02-08,2021-09-16,No,73,,Local
0000004121,004121,Childcare Subsidy,2022-01-02,2022-02-01,2024-01-08,No,57,,State
0000004122,004122,Home Visiting,2021-07-17,2021-08-02,2022-03-29,Yes,10,,Federal
0000004123,004123,First Steps,2020-03-23,2020-04-01,2021-08-03,No,46,Early Intervention,Local
0000004124,004124,Home Visiting,2020-08-24,2020-09-23,2021-06-14,Yes,12,,Private
0000004124,004124,Home Visiting,2021-06-28,2021-06-30,2022-03-05,Yes,6,,State
0000004125,004125,Early Head Start,2023-01-26,2023-02-09,2024-04-09,No,154,,Federal
0000004126,004126,Early Head Start,2023-01-13,2023-01-14,2025-01-23,No,155,,State
0000004126,004126,Head Start,2025-04-24,2025-05-23,2026-08-19,No,155,Pre-K,Private
0000004126,004126,First Steps,2022-02-19,2022-03-15,2024-10-25,No,11,Early Intervention,State
0000004127,004127,Home Visiting,2021-08-18,2021-09-12,2022-12-04,Yes,7,,Local
0000004127,004127,First Steps,2021-10-12,2021-10-27,2024-09-30,No,42,Early Intervention,Local
0000004127,004127,Childcare Subsidy,2024-10-24,2024-11-14,2026-02-25,No,199,,Private
0000004128,004128,Child Care,2018-12-27,2019-01-23,2019-05-15,No,76,,State
0000004128,004128,Child Care,2019-05-27,2019-06-26,2020-04-06,No,47,,Federal
0000004129,004129,Child Care,2021-12-15,2021-12-21,2023-08-27,No,185,,Private
0000004129,004129,Early Intervention,2023-11-10,2023-12-10,2024-12-31,No,36,Early Intervention,Federal
0000004130,004130,Early Intervention,2022-06-23,2022-07-16,2023-11-02,No,23,Early Intervention,Federal
0000004130,004130,Childcare Subsidy,2022-08-15,2022-08-30,2024-11-04,No,71,,Federal
0000004131,004131,Childcare Subsidy,2021-04-13,2021-05-12,2023-01-23,No,161,,Federal
0000004131,004131,Home Visiting,2023-02-19,2023-02-27,2023-10-29,Yes,24,,Private
0000004131,004131,Head Start,2023-11-13,2023-11-18,2024-10-26,No,78,Pre-K,Local
0000004132,004132,Child Care,2021-08-29,2021-09-19,2022-08-26,No,99,,Local
0000004132,004132,Child Care,2021-10-19,2021-11-03,2023-05-31,No,32,,Private
0000004133,004133,Early Head Start,2020-05-19,2020-05-28,2021-02-04,No,76,,Local
0000004133,004133,Early Intervention,2021-03-05,2021-03-17,2023-03-11,No,38,Early Intervention,State
0000004134,004134,Early Intervention,2018-07-11,2018-08-01,2019-05-30,No,49,Early Intervention,State
0000004134,004134,First Steps,2019-06-20,2019-06-21,2020-03-29,No,47,Early Intervention,Local
0000004134,004134,Early Head Start,2020-04-10,2020-04-13,2021-04-01,No,156,,Federal
0000004135,004135,Childcare Subsidy,2018-12-03,2018-12-20,2020-02-25,No,63,,Federal
0000004136,004136,Early Intervention,2021-12-24,2022-01-09,2023-10-23,No,41,Early Intervention,State
0000004137,004137,Child Care,2021-09-12,2021-09-24,2023-07-28,No,95,,Federal
0000004138,004138,Child Care,2021-12-05,2021-12-29,2024-05-16,No,183,,Private
0000004138,004138,State Pre-K,2024-06-12,2024-07-07,2025-08-26,No,146,Pre-K,State
0000004138,004138,Early Head Start,2021-02-26,2021-03-01,2022-12-16,No,169,,State
0000004139,004139,Child Care,2022-05-25,2022-06-23,2023-12-25,No,202,,Local
0000004139,004139,Child Care,2022-07-23,2022-08-07,2025-05-20,No,184,,State
0000004139,004139,Childcare Subsidy,2025-07-18,2025-08-14,2026-01-23,No,87,,Local
0000004140,004140,Early Intervention,2020-02-28,2020-03-18,2021-01-05,No,13,Early Intervention,State
0000004140,004140,Child Care,2021-01-17,2021-01-21,2022-07-23,No,170,,Local
0000004140,004140,Head Start,2022-08-01,2022-08-27,2024-02-27,No,60,Pre-K,State
0000004141,004141,Early Intervention,2019-08-07,2019-08-20,2021-06-22,No,29,Early Intervention,State
0000004141,004141,Childcare Subsidy,2021-07-20,2021-07-30,2023-05-08,No,65,,Private
0000004141,004141,Child Care,2023-05-17,2023-06-07,2024-10-02,No,109,,Local
0000004142,004142,Child Care,2020-07-04,2020-07-14,2021-07-30,No,53,,State
0000004143,004143,Early Head Start,2022-05-05,2022-05-20,2023-11-18,No,178,,Federal
0000004144,004144,Home Visiting,2019-08-07,2019-08-09,2020-05-23,Yes,20,,Local
0000004145,004145,First Steps,2022-02-28,2022-03-05,2022-07-07,No,38,Early Intervention,Federal
0000004145,004145,Early Head Start,2022-10-17,2022-10-24,2023-09-10,No,165,,Local
0000004146,004146,Early Intervention,2022-01-17,2022-02-02,2022-11-14,No,40,Early Intervention,Private
0000004146,004146,Home Visiting,2022-11-20,2022-11-25,2024-10-27,Yes,13,,Local
0000004146,004146,Head Start,2024-11-14,2024-11-23,2025-09-14,No,146,Pre-K,Private
0000004147,004147,Home Visiting,2023-08-12,2023-08-27,2024-04-11,Yes,18,,Federal
0000004148,004148,Home Visiting,2022-09-21,2022-10-15,2023-01-08,Yes,3,,State
0000004148,004148,Home Visiting,2022-11-14,2022-11-29,2024-01-02,Yes,10,,State
0000004149,004149,Early Intervention,2019-11-22,2019-12-01,2022-06-28,No,38,Early Intervention,State
0000004150,004150,Home Visiting,2022-04-16,2022-04-18,2024-04-06,Yes,16,,Local
0000004150,004150,Child Care,2024-06-18,2024-07-09,2025-12-12,No,128,,State
0000004151,004151,Early Intervention,2023-03-06,2023-03-16,2024-03-16,No,25,Early Intervention,Private
0000004151,004151,Child Care,2024-04-04,2024-04-24,2024-10-31,No,110,,Local
0000004151,004151,State Pre-K,2024-11-20,2024-11-21,2025-08-01,No,93,Pre-K,Local
0000004152,004152,Child Care,2022-09-28,2022-10-06,2024-07-24,No,129,,State
0000004153,004153,First Steps,2021-03-30,2021-04-19,2023-07-06,No,54,Early Intervention,Local
0000004153,004153,Child Care,2023-07-31,2023-08-14,2024-10-16,No,73,,Local
0000004154,004154,Early Intervention,2020-10-14,2020-11-09,2021-06-15,No,34,Early Intervention,Local
0000004154,004154,Early Intervention,2021-06-19,2021-06-30,2023-01-22,No,39,Early Intervention,Federal
0000004154,004154,Child Care,2023-01-31,2023-02-27,2024-12-29,No,61,,Private
0000004155,004155,Early Head Start,2021-05-16,2021-05-22,2022-12-07,No,96,,State
0000004156,004156,Childcare Subsidy,2020-10-14,2020-11-12,2021-11-24,No,127,,Federal
0000004156,004156,First Steps,2021-11-26,2021-12-12,2022-08-22,No,42,Early Intervention,Private
0000004157,004157,Early Intervention,2021-01-07,2021-01-22,2021-08-18,No,35,Early Intervention,Private
0000004158,004158,Childcare Subsidy,2020-08-09,2020-08-20,2021-09-06,No,168,,State
0000004159,004159,Early Intervention,2020-09-09,2020-09-14,2021-09-04,No,9,Early Intervention,Local
0000004160,004160,Early Intervention,2020-05-15,2020-05-27,2021-07-19,No,14,Early Intervention,Private
0000004161,004161,First Steps,2019-05-26,2019-06-18,2019-12-25,No,21,Early Intervention,Federal
0000004161,004161,Early Head Start,2020-01-29,2020-02-20,2020-12-24,No,47,,Federal
0000004162,004162,Child Care,2022-04-15,2022-05-15,2022-11-02,No,65,,Private
0000004162,004162,Childcare Subsidy,2023-03-11,2023-03-14,2024-03-05,No,54,,Federal
0000004162,004162,State Pre-K,2024-07-26,2024-08-12,2025-06-10,No,125,Pre-K,Local
0000004163,004163,Child Care,2020-03-18,2020-04-12,2021-10-24,No,129,,State
0000004164,004164,Childcare Subsidy,2020-09-17,2020-10-05,2021-10-14,No,122,,Federal
0000004164,004164,Home Visiting,2021-12-01,2021-12-22,2022-07-24,Yes,10,,Federal
0000004165,004165,Early Intervention,2023-05-10,2023-05-14,2025-06-30,No,50,Early Intervention,Private
0000004166,004166,First Steps,2021-06-22,2021-06-28,2022-07-18,No,25,Early Intervention,State
0000004167,004167,Home Visiting,2022-11-28,2022-12-21,2023-08-22,Yes,6,,Local
0000004168,004168,Child Care,2021-05-10,2021-06-01,2022-04-10,No,60,,Private
0000004168,004168,Early Head Start,2022-07-04,2022-07-17,2023-01-18,No,57,,State
0000004168,004168,Head Start,2023-05-20,2023-06-19,2024-06-03,No,119,Pre-K,Private
0000004168,004168,Child Care,2020-08-07,2020-08-23,2020-12-26,No,111,,Federal
0000004169,004169,Child Care,2020-03-07,2020-03-22,2020-09-17,No,53,,Private
0000004170,004170,Early Head Start,2020-12-28,2021-01-07,2021-09-19,No,68,,Private
0000004171,004171,Early Intervention,2019-03-15,2019-04-02,2020-10-02,No,54,Early Intervention,Local
0000004172,004172,Child Care,2021-05-16,2021-06-13,2022-02-07,No,87,,State
0000004173,004173,Home Visiting,2019-07-15,2019-07-29,2022-03-31,Yes,5,,Local
0000004173,004173,Childcare Subsidy,2022-06-06,2022-06-29,2023-08-02,No,125,,Private
0000004174,004174,Early Intervention,2020-12-18,2021-01-14,2022-03-08,No,36,Early Intervention,Private
0000004175,004175,Early Intervention,2022-04-29,2022-05-11,2023-01-04,No,9,Early Intervention,Federal
0000004175,004175,Child Care,2023-03-22,2023-04-21,2023-08-24,No,79,,Private
0000004176,004176,Early Intervention,2020-02-26,2020-03-16,2022-09-16,No,37,Early Intervention,Federal
0000004177,004177,Early Intervention,2023-05-21,2023-06-10,2024-05-03,No,17,Early Intervention,Local
0000004177,004177,Early Head Start,2023-07-10,2023-07-25,2025-02-12,No,61,,State
0000004177,004177,Head Start,2025-02-16,2025-02-22,2025-09-21,No,90,Pre-K,Private
0000004178,004178,Early Intervention,2019-01-22,2019-02-19,2021-02-14,No,29,Early Intervention,State
0000004178,004178,First Steps,2021-03-26,2021-04-24,2022-02-22,No,25,Early Intervention,Local
0000004179,004179,First Steps,2020-02-10,2020-02-19,2022-01-21,No,17,Early Intervention,Federal
0000004180,004180,Childcare Subsidy,2021-12-03,2021-12-04,2022-04-27,No,135,,Private
0000004180,004180,Childcare Subsidy,2022-06-26,2022-07-25,2022-10-04,No,167,,Federal
0000004181,004181,Home Visiting,2019-01-26,2019-01-27,2020-01-01,Yes,19,,Federal
0000004182,004182,Child Care,2021-09-28,2021-10-01,2022-08-28,No,179,,State
0000004182,004182,First Steps,2022-09-27,2022-10-16,2023-06-25,No,7,Early Intervention,Federal
0000004183,004183,Childcare Subsidy,2019-06-02,2019-06-30,2020-04-04,No,54,,Federal
0000004184,004184,First Steps,2020-07-14,2020-07-28,2021-05-03,No,39,Early Intervention,Private
0000004184,004184,Early Head Start,2021-08-17,2021-09-11,2023-05-02,No,85,,Federal
0000004184,004184,Childcare Subsidy,2023-07-24,2023-08-16,2024-06-26,No,126,,Private
0000004185,004185,Home Visiting,2021-02-20,2021-03-06,2023-01-10,Yes,12,,State
0000004185,004185,State Pre-K,2023-01-22,2023-01-31,2024-08-27,No,131,Pre-K,Private
0000004186,004186,First Steps,2022-01-25,2022-02-22,2024-08-18,No,49,Early Intervention,Local
0000004187,004187,Childcare Subsidy,2019-04-21,2019-04-27,2021-01-02,No,173,,Local
0000004187,004187,Early Intervention,2019-05-27,2019-06-11,2022-10-07,No,40,Early Intervention,Private
0000004187,004187,Head Start,2022-11-02,2022-11-20,2023-09-19,No,100,Pre-K,State
0000004188,004188,Home Visiting,2020-01-19,2020-01-21,2021-04-11,Yes,5,,State
0000004189,004189,First Steps,2020-04-18,2020-04-27,2020-12-08,No,11,Early Intervention,Private
0000004189,004189,Early Intervention,2021-03-08,2021-04-01,2022-02-17,No,7,Early Intervention,Federal
0000004189,004189,First Steps,2022-05-19,2022-05-29,2022-10-30,No,29,Early Intervention,Private
0000004190,004190,Home Visiting,2020-04-13,2020-05-01,2022-02-08,Yes,5,,Private
0000004190,004190,Home Visiting,2022-04-02,2022-04-26,2022-12-24,Yes,23,,Federal
0000004191,004191,Early Head Start,2019-03-15,2019-03-21,2021-03-25,No,54,,Private
0000004191,004191,Childcare Subsidy,2021-05-10,2021-05-13,2023-10-13,No,50,,Federal
0000004192,004192,Child Care,2019-09-02,2019-09-15,2020-03-27,No,161,,Private
0000004192,004192,Childcare Subsidy,2020-04-17,2020-04-18,2020-11-05,No,103,,Federal
0000004192,004192,Home Visiting,2020-11-24,2020-12-08,2021-08-06,Yes,18,,Local
0000004193,004193,Early Intervention,2021-12-23,2022-01-18,2023-02-12,No,20,Early Intervention,Federal
0000004194,004194,Home Visiting,2021-10-22,2021-10-24,2024-08-20,Yes,23,,Local
0000004194,004194,State Pre-K,2024-10-12,2024-11-04,2025-04-25,No,112,Pre-K,Private
0000004195,004195,First Steps,2021-07-05,2021-07-20,2023-06-12,No,41,Early Intervention,Federal
0000004196,004196,Early Head Start,2020-06-25,2020-07-25,2022-11-12,No,53,,Private
0000004196,004196,Home Visiting,2023-02-14,2023-02-28,2024-10-13,Yes,22,,Private
0000004197,004197,Home Visiting,2019-01-09,2019-01-10,2020-10-22,Yes,16,,Local
0000004198,004198,Early Head Start,2019-05-15,2019-06-03,2020-06-08,No,123,,State
0000004198,004198,Early Intervention,2020-07-08,2020-07-20,2021-07-02,No,9,Early Intervention,Local
0000004198,004198,Childcare Subsidy,2021-10-24,2021-11-17,2022-12-26,No,143,,Private
0000004199,004199,Early Head Start,2021-05-12,2021-05-28,2023-04-15,No,126,,Federal
0000004199,004199,Home Visiting,2021-06-27,2021-07-12,2024-09-01,Yes,11,,State
0000004199,004199,Child Care,2024-09-04,2024-09-05,2025-10-18,No,139,,Local
0000004200,004200,Child Care,2020-02-07,2020-02-09,2021-08-13,No,181,,State
0000004201,004201,Early Head Start,2019-11-04,2019-11-25,2021-06-24,No,67,,Federal
0000004201,004201,Head Start,2021-10-09,2021-11-03,2023-12-30,No,135,Pre-K,Private
0000004202,004202,Home Visiting,2021-10-26,2021-11-04,2022-07-19,Yes,8,,State
0000004202,004202,Early Head Start,2022-08-12,2022-08-24,2023-03-17,No,164,,State
0000004202,004202,Early Intervention,2023-04-16,2023-05-14,2024-09-17,No,32,Early Intervention,Local
0000004203,004203,Childcare Subsidy,2020-12-12,2020-12-13,2021-09-21,No,50,,Private
0000004203,004203,Early Intervention,2021-01-12,2021-01-27,2022-09-22,No,31,Early Intervention,Local
0000004204,004204,Childcare Subsidy,2023-10-29,2023-11-27,2025-03-21,No,125,,Local
0000004204,004204,Head Start,2025-04-20,2025-05-13,2026-06-04,No,123,Pre-K,State
0000004205,004205,Early Head Start,2023-01-21,2023-02-20,2024-07-09,No,102,,State
0000004205,004205,Early Intervention,2024-09-25,2024-10-18,2027-04-14,No,34,Early Intervention,Private
0000004206,004206,Early Head Start,2020-03-15,2020-03-27,2021-04-15,No,64,,State
0000004207,004207,Early Intervention,2019-08-16,2019-08-31,2021-04-11,No,8,Early Intervention,Private
0000004208,004208,Early Head Start,2019-09-18,2019-10-11,2020-07-24,No,149,,State
0000004208,004208,Early Head Start,2020-08-02,2020-08-04,2022-05-15,No,91,,Federal
0000004209,004209,First Steps,2023-03-16,2023-03-27,2025-10-11,No,20,Early Intervention,Federal
0000004209,004209,State Pre-K,2025-10-31,2025-11-14,2026-11-22,No,130,Pre-K,State
0000004210,004210,Early Head Start,2021-04-01,2021-04-07,2022-10-08,No,106,,Local
0000004210,004210,Head Start,2022-10-21,2022-11-06,2024-09-29,No,161,Pre-K,State
0000004211,004211,Childcare Subsidy,2021-02-07,2021-03-03,2023-05-08,No,192,,Private
0000004212,004212,Early Intervention,2021-07-15,2021-08-03,2022-02-19,No,23,Early Intervention,State
0000004212,004212,Childcare Subsidy,2022-03-01,2022-03-30,2022-06-11,No,94,,Local
0000004212,004212,Home Visiting,2022-07-07,2022-08-06,2023-07-14,Yes,11,,State
0000004213,004213,Childcare Subsidy,2023-02-13,2023-02-24,2023-11-07,No,117,,Local
0000004213,004213,First Steps,2023-11-26,2023-12-06,2024-03-05,No,18,Early Intervention,Private
0000004214,004214,Childcare Subsidy,2022-06-20,2022-07-03,2023-10-24,No,172,,State
0000004214,004214,Early Intervention,2023-10-27,2023-11-04,2025-12-05,No,16,Early Intervention,Federal
0000004214,004214,Childcare Subsidy,2025-12-27,2026-01-06,2027-02-19,No,47,,Federal
0000004215,004215,Early Intervention,2022-02-05,2022-02-25,2024-09-17,No,12,Early Intervention,State
0000004215,004215,Head Start,2024-11-29,2024-12-23,2026-09-14,No,87,Pre-K,State
0000004215,004215,Early Head Start,2022-04-07,2022-04-18,2023-11-21,No,136,,Private
0000004216,004216,Early Intervention,2022-06-05,2022-06-14,2023-10-05,No,14,Early Intervention,Federal
0000004216,004216,Early Head Start,2022-07-14,2022-07-29,2024-11-10,No,196,,Private
0000004217,004217,Child Care,2021-01-03,2021-01-26,2023-01-04,No,62,,Federal
0000004217,004217,Head Start,2023-04-30,2023-05-24,2023-11-28,No,137,Pre-K,State
0000004218,004218,First Steps,2018-06-26,2018-07-13,2019-12-11,No,38,Early Intervention,Private
0000004218,004218,Home Visiting,2018-08-12,2018-08-27,2021-06-14,Yes,22,,Private
0000004219,004219,Child Care,2022-01-25,2022-02-07,2022-09-23,No,60,,Local
0000004219,004219,Early Head Start,2022-09-28,2022-10-08,2023-09-09,No,134,,Private
0000004219,004219,Child Care,2023-10-03,2023-10-20,2024-03-20,No,58,,Private
0000004220,004220,Child Care,2021-07-18,2021-07-23,2024-04-04,No,76,,Local
0000004220,004220,State Pre-K,2024-04-25,2024-04-26,2025-05-15,No,138,Pre-K,Local
0000004221,004221,Early Head Start,2019-06-17,2019-06-30,2020-02-23,No,126,,Private
0000004221,004221,Early Intervention,2019-07-30,2019-08-14,2021-01-16,No,42,Early Intervention,Private
0000004222,004222,Childcare Subsidy,2019-04-17,2019-05-17,2020-02-09,No,97,,State
0000004222,004222,First Steps,2020-06-03,2020-06-07,2021-08-15,No,42,Early Intervention,Federal
0000004223,004223,Early Intervention,2021-08-23,2021-09-01,2022-11-08,No,43,Early Intervention,Local
0000004223,004223,Child Care,2022-11-30,2022-12-22,2024-07-13,No,137,,Federal
0000004224,004224,Child Care,2018-12-15,2018-12-28,2019-10-05,No,111,,Private
0000004224,004224,Early Head Start,2019-10-07,2019-10-10,2021-06-16,No,132,,State
0000004224,004224,Home Visiting,2021-07-14,2021-07-24,2022-07-25,Yes,23,,Local
0000004225,004225,Childcare Subsidy,2020-03-24,2020-04-22,2021-10-24,No,109,,Private
0000004226,004226,Early Intervention,2018-03-20,2018-04-06,2019-03-17,No,18,Early Intervention,Federal
0000004226,004226,First Steps,2019-04-12,2019-04-28,2020-05-19,No,21,Early Intervention,Private
0000004226,004226,Home Visiting,2020-05-22,2020-06-14,2021-07-01,Yes,5,,Federal
0000004227,004227,Childcare Subsidy,2022-04-09,2022-05-03,2024-07-21,No,180,,State
0000004227,004227,Head Start,2024-11-06,2024-11-22,2026-08-24,No,88,Pre-K,Local
0000004228,004228,Childcare Subsidy,2023-02-15,2023-03-05,2024-10-11,No,113,,State
0000004229,004229,Home Visiting,2021-11-28,2021-12-07,2023-01-22,Yes,17,,Local
0000004230,004230,Childcare Subsidy,2018-08-25,2018-08-30,2020-12-25,No,158,,Private
0000004231,004231,First Steps,2022-10-15,2022-10-22,2023-11-05,No,20,Early Intervention,Federal
0000004232,004232,Childcare Subsidy,2021-11-19,2021-11-22,2023-06-07,No,86,,State
0000004233,004233,Child Care,2019-05-04,2019-05-23,2020-02-27,No,117,,State
0000004233,004233,Home Visiting,2020-06-16,2020-06-28,2021-03-19,Yes,12,,Local
0000004233,004233,Early Head Start,2021-06-26,2021-07-18,2021-11-14,No,168,,State
0000004234,004234,First Steps,2022-02-10,2022-03-01,2025-02-07,No,24,Early Intervention,Private
0000004235,004235,Early Head Start,2022-05-23,2022-06-11,2024-11-06,No,54,,Private
0000004236,004236,First Steps,2021-06-02,2021-06-28,2022-04-13,No,31,Early Intervention,Federal
0000004236,004236,Child Care,2022-04-14,2022-05-03,2023-04-27,No,38,,Federal
0000004236,004236,Child Care,2023-05-02,2023-05-09,2023-09-17,No,78,,State
0000004237,004237,Early Intervention,2021-06-22,2021-07-11,2022-11-20,No,14,Early Intervention,State
0000004237,004237,State Pre-K,2022-12-07,2022-12-26,2023-12-01,No,128,Pre-K,State
0000004238,004238,Early Intervention,2019-12-17,2020-01-06,2020-09-25,No,37,Early Intervention,State
0000004238,004238,Early Head Start,2020-10-02,2020-10-21,2021-01-26,No,131,,Federal
0000004238,004238,Early Head Start,2021-02-06,2021-03-08,2021-06-29,No,108,,Local
0000004239,004239,Home Visiting,2022-12-01,2022-12-18,2024-02-26,Yes,19,,State
0000004239,004239,Early Head Start,2023-01-17,2023-02-01,2026-01-17,No,170,,Federal
0000004239,004239,Childcare Subsidy,2026-01-24,2026-02-09,2027-01-13,No,123,,Local
0000004240,004240,Child Care,2020-02-19,2020-03-04,2022-08-17,No,155,,State
0000004241,004241,Home Visiting,2022-02-13,2022-02-16,2023-12-24,Yes,9,,Federal
0000004241,004241,Home Visiting,2022-03-18,2022-04-02,2025-05-14,Yes,24,,Local
0000004242,004242,Child Care,2022-07-14,2022-07-28,2024-04-11,No,76,,State
0000004242,004242,Child Care,2024-07-09,2024-07-14,2025-07-20,No,73,,Private
0000004243,004243,Childcare Subsidy,2019-02-24,2019-03-08,2020-10-25,No,79,,State
0000004243,004243,Early Intervention,2020-11-14,2020-12-10,2021-06-08,No,24,Early Intervention,Federal
0000004244,004244,Child Care,2021-08-06,2021-09-01,2023-07-13,No,158,,Federal
0000004244,004244,Home Visiting,2023-07-31,2023-08-24,2025-02-15,Yes,3,,State
0000004244,004244,State Pre-K,2025-02-17,2025-02-22,2026-04-03,No,148,Pre-K,Federal
